LAO. Theories utility Run: 05/13/2024, 11:38:28
(168,pos_lie)
(250,pos_hon)
(361,neg_hon)
(169,pos_lie)
(254,pos_hon)
(362,neg_hon)
(13,pos_hon)
(52,pos_lie)
(77,neg_lie)
(141,pos_lie)
(238,pos_hon)
(2842,pos_lie)
(3109,neg_lie)
(3508,pos_lie)
(711,pos_lie)
(3509,pos_lie)
(713,pos_lie)
(367,pos_lie)
(471,pos_hon)
(2874,pos_lie)
(2875,pos_lie)
(142,pos_lie)
(241,pos_hon)
(366,pos_lie)
(467,standard)
(649,pos_lie)
(650,pos_lie)
(368,pos_lie)
(475,pos_hon)
(709,pos_lie)
(712,pos_lie)
(710,pos_lie)
(714,pos_lie)
(53,pos_lie)
(82,neg_lie)
(159,pos_lie)
(259,pos_hon)
(374,pos_lie)
(498,pos_hon)
(725,pos_lie)
(727,pos_lie)
(160,pos_lie)
(262,pos_hon)
(375,pos_lie)
(502,pos_hon)
(726,pos_lie)
(728,pos_lie)
(8,pos_lie)
(17,pos_hon)
(50,pos_lie)
(94,pos_hon)
(95,pos_hon)
(18,pos_hon)
(55,pos_lie)
(92,pos_hon)



LAO. Theories wellbeing Run: 05/13/2024, 11:38:34
Expanded 1113 states
Solution graph has 372 states.
Time taken 0.38614000000000015
Action revisions: 11103

 Lies: 95
 Honest: 51
 Positive: 124
 Negative: 80

(0,pos_hon)
(7,pos_lie)
(12,pos_hon)
(47,pos_lie)
(79,neg_lie)
(149,neg_hon)
(223,pos_hon)
(2830,pos_lie)
(3102,standard)
(4712,neg_hon)
(4713,neg_hon)
(3103,neg_lie)
(3488,pos_lie)
(663,pos_lie)
(3489,pos_lie)
(665,pos_lie)
(343,pos_lie)
(446,pos_hon)
(3474,neg_hon)
(2896,neg_hon)
(3475,neg_hon)
(2898,neg_hon)
(447,pos_hon)
(2846,pos_lie)
(2847,pos_lie)
(224,pos_hon)
(2832,pos_lie)
(3111,standard)
(3498,neg_hon)
(3499,neg_hon)
(3112,neg_lie)
(3492,pos_lie)
(671,pos_lie)
(3493,pos_lie)
(673,pos_lie)
(347,pos_lie)
(473,pos_hon)
(2858,neg_hon)
(683,neg_hon)
(2859,neg_hon)
(685,neg_hon)
(474,pos_hon)
(2850,pos_lie)
(2851,pos_lie)
(150,neg_hon)
(227,pos_lie)
(345,pos_lie)
(461,neg_hon)
(2897,neg_hon)
(2899,neg_hon)
(462,neg_hon)
(664,pos_lie)
(666,pos_lie)
(344,pos_lie)
(451,pos_lie)
(2902,neg_hon)
(2903,neg_hon)
(452,pos_lie)
(667,pos_lie)
(668,pos_lie)
(228,pos_hon)
(346,pos_lie)
(469,standard)
(633,neg_hon)
(634,neg_hon)
(470,standard)
(617,pos_lie)
(618,pos_lie)
(348,pos_lie)
(477,pos_hon)
(681,neg_hon)
(684,neg_hon)
(682,neg_hon)
(686,neg_hon)
(478,pos_hon)
(669,pos_lie)
(672,pos_lie)
(670,pos_lie)
(674,pos_lie)
(80,neg_lie)
(153,pos_lie)
(226,pos_hon)
(2836,neg_hon)
(353,neg_hon)
(154,pos_lie)
(230,pos_hon)
(352,neg_hon)
(354,neg_hon)
(48,pos_lie)
(84,neg_lie)
(165,neg_hon)
(247,pos_hon)
(355,pos_lie)
(482,pos_hon)
(2910,neg_hon)
(2912,neg_hon)
(483,pos_hon)
(687,pos_lie)
(689,pos_lie)
(248,pos_hon)
(357,pos_lie)
(500,pos_hon)
(699,neg_hon)
(701,neg_hon)
(501,pos_hon)
(691,pos_lie)
(693,pos_lie)
(166,neg_hon)
(251,pos_lie)
(356,pos_lie)
(487,pos_lie)
(2911,neg_hon)
(2913,neg_hon)
(488,pos_lie)
(688,pos_lie)
(690,pos_lie)
(252,pos_hon)
(358,pos_lie)
(504,pos_hon)
(700,neg_hon)
(702,neg_hon)
(505,pos_hon)
(692,pos_lie)
(694,pos_lie)
(85,neg_lie)
(168,pos_lie)
(250,pos_hon)
(361,neg_hon)
(169,pos_lie)
(254,pos_hon)
(362,neg_hon)
(13,pos_hon)
(52,pos_lie)
(77,neg_lie)
(141,pos_lie)
(238,pos_hon)
(2842,pos_lie)
(3109,neg_lie)
(3508,pos_lie)
(711,pos_lie)
(3509,pos_lie)
(713,pos_lie)
(367,pos_lie)
(471,pos_hon)
(2874,pos_lie)
(2875,pos_lie)
(142,pos_lie)
(241,pos_hon)
(366,pos_lie)
(467,standard)
(649,pos_lie)
(650,pos_lie)
(368,pos_lie)
(475,pos_hon)
(709,pos_lie)
(712,pos_lie)
(710,pos_lie)
(714,pos_lie)
(53,pos_lie)
(82,neg_lie)
(159,pos_lie)
(259,pos_hon)
(374,pos_lie)
(498,pos_hon)
(725,pos_lie)
(727,pos_lie)
(160,pos_lie)
(262,pos_hon)
(375,pos_lie)
(502,pos_hon)
(726,pos_lie)
(728,pos_lie)
(8,pos_lie)
(17,pos_hon)
(50,pos_lie)
(94,pos_hon)
(95,pos_hon)
(18,pos_hon)
(55,pos_lie)
(92,pos_hon)



LAO. Theories wellbeing Run: 05/13/2024, 11:38:35
Expanded 1113 states
Solution graph has 372 states.
Time taken 0.4023380000000003
Action revisions: 11103

 Lies: 95
 Honest: 51
 Positive: 124
 Negative: 80

(0,pos_hon)
(7,pos_lie)
(12,pos_hon)
(47,pos_lie)
(79,neg_lie)
(149,neg_hon)
(223,pos_hon)
(2830,pos_lie)
(3102,standard)
(4712,neg_hon)
(4713,neg_hon)
(3103,neg_lie)
(3488,pos_lie)
(663,pos_lie)
(3489,pos_lie)
(665,pos_lie)
(343,pos_lie)
(446,pos_hon)
(3474,neg_hon)
(2896,neg_hon)
(3475,neg_hon)
(2898,neg_hon)
(447,pos_hon)
(2846,pos_lie)
(2847,pos_lie)
(224,pos_hon)
(2832,pos_lie)
(3111,standard)
(3498,neg_hon)
(3499,neg_hon)
(3112,neg_lie)
(3492,pos_lie)
(671,pos_lie)
(3493,pos_lie)
(673,pos_lie)
(347,pos_lie)
(473,pos_hon)
(2858,neg_hon)
(683,neg_hon)
(2859,neg_hon)
(685,neg_hon)
(474,pos_hon)
(2850,pos_lie)
(2851,pos_lie)
(150,neg_hon)
(227,pos_lie)
(345,pos_lie)
(461,neg_hon)
(2897,neg_hon)
(2899,neg_hon)
(462,neg_hon)
(664,pos_lie)
(666,pos_lie)
(344,pos_lie)
(451,pos_lie)
(2902,neg_hon)
(2903,neg_hon)
(452,pos_lie)
(667,pos_lie)
(668,pos_lie)
(228,pos_hon)
(346,pos_lie)
(469,standard)
(633,neg_hon)
(634,neg_hon)
(470,standard)
(617,pos_lie)
(618,pos_lie)
(348,pos_lie)
(477,pos_hon)
(681,neg_hon)
(684,neg_hon)
(682,neg_hon)
(686,neg_hon)
(478,pos_hon)
(669,pos_lie)
(672,pos_lie)
(670,pos_lie)
(674,pos_lie)
(80,neg_lie)
(153,pos_lie)
(226,pos_hon)
(2836,neg_hon)
(353,neg_hon)
(154,pos_lie)
(230,pos_hon)
(352,neg_hon)
(354,neg_hon)
(48,pos_lie)
(84,neg_lie)
(165,neg_hon)
(247,pos_hon)
(355,pos_lie)
(482,pos_hon)
(2910,neg_hon)
(2912,neg_hon)
(483,pos_hon)
(687,pos_lie)
(689,pos_lie)
(248,pos_hon)
(357,pos_lie)
(500,pos_hon)
(699,neg_hon)
(701,neg_hon)
(501,pos_hon)
(691,pos_lie)
(693,pos_lie)
(166,neg_hon)
(251,pos_lie)
(356,pos_lie)
(487,pos_lie)
(2911,neg_hon)
(2913,neg_hon)
(488,pos_lie)
(688,pos_lie)
(690,pos_lie)
(252,pos_hon)
(358,pos_lie)
(504,pos_hon)
(700,neg_hon)
(702,neg_hon)
(505,pos_hon)
(692,pos_lie)
(694,pos_lie)
(85,neg_lie)
(168,pos_lie)
(250,pos_hon)
(361,neg_hon)
(169,pos_lie)
(254,pos_hon)
(362,neg_hon)
(13,pos_hon)
(52,pos_lie)
(77,neg_lie)
(141,pos_lie)
(238,pos_hon)
(2842,pos_lie)
(3109,neg_lie)
(3508,pos_lie)
(711,pos_lie)
(3509,pos_lie)
(713,pos_lie)
(367,pos_lie)
(471,pos_hon)
(2874,pos_lie)
(2875,pos_lie)
(142,pos_lie)
(241,pos_hon)
(366,pos_lie)
(467,standard)
(649,pos_lie)
(650,pos_lie)
(368,pos_lie)
(475,pos_hon)
(709,pos_lie)
(712,pos_lie)
(710,pos_lie)
(714,pos_lie)
(53,pos_lie)
(82,neg_lie)
(159,pos_lie)
(259,pos_hon)
(374,pos_lie)
(498,pos_hon)
(725,pos_lie)
(727,pos_lie)
(160,pos_lie)
(262,pos_hon)
(375,pos_lie)
(502,pos_hon)
(726,pos_lie)
(728,pos_lie)
(8,pos_lie)
(17,pos_hon)
(50,pos_lie)
(94,pos_hon)
(95,pos_hon)
(18,pos_hon)
(55,pos_lie)
(92,pos_hon)



LAO. Theories absolute Run: 05/13/2024, 11:38:35
Expanded 396 states
Solution graph has 396 states.
Time taken 0.1265010000000002
Action revisions: 772

 Lies: 0
 Honest: 127
 Positive: 0
 Negative: 127

(0,standard)
(1,neg_hon)
(2,neg_hon)
(31,neg_hon)
(56,neg_hon)
(101,neg_hon)
(169,neg_hon)
(285,neg_hon)
(443,neg_hon)
(641,neg_hon)
(642,neg_hon)
(643,neg_hon)
(644,neg_hon)
(444,standard)
(649,neg_hon)
(650,neg_hon)
(286,neg_hon)
(447,neg_hon)
(673,neg_hon)
(674,standard)
(448,neg_hon)
(652,neg_hon)
(679,neg_hon)
(654,neg_hon)
(680,neg_hon)
(170,standard)
(290,neg_hon)
(452,neg_hon)
(681,neg_hon)
(682,neg_hon)
(463,standard)
(703,neg_hon)
(704,neg_hon)
(102,neg_hon)
(174,neg_hon)
(310,standard)
(478,neg_hon)
(685,neg_hon)
(733,neg_hon)
(686,neg_hon)
(734,standard)
(175,neg_hon)
(294,neg_hon)
(475,standard)
(710,neg_hon)
(712,neg_hon)
(314,neg_hon)
(480,neg_hon)
(745,neg_hon)
(746,standard)
(494,neg_hon)
(758,neg_hon)
(775,neg_hon)
(760,neg_hon)
(776,neg_hon)
(57,standard)
(106,neg_hon)
(180,neg_hon)
(315,neg_hon)
(484,neg_hon)
(747,neg_hon)
(748,standard)
(497,neg_hon)
(777,neg_hon)
(778,neg_hon)
(194,standard)
(333,neg_hon)
(507,neg_hon)
(799,neg_hon)
(800,neg_hon)
(518,standard)
(823,neg_hon)
(824,neg_hon)
(32,neg_hon)
(61,neg_hon)
(126,standard)
(214,neg_hon)
(318,neg_hon)
(533,neg_hon)
(853,neg_hon)
(854,neg_hon)
(855,neg_hon)
(856,standard)
(495,neg_hon)
(764,neg_hon)
(781,neg_hon)
(766,neg_hon)
(782,neg_hon)
(353,standard)
(537,neg_hon)
(862,neg_hon)
(885,neg_hon)
(864,neg_hon)
(886,standard)
(62,neg_hon)
(110,neg_hon)
(210,standard)
(337,neg_hon)
(530,standard)
(830,neg_hon)
(832,neg_hon)
(130,neg_hon)
(218,neg_hon)
(369,standard)
(541,neg_hon)
(909,neg_hon)
(910,standard)
(234,neg_hon)
(376,neg_hon)
(566,standard)
(920,neg_hon)
(922,neg_hon)
(389,neg_hon)
(570,neg_hon)
(945,neg_hon)
(946,standard)
(581,neg_hon)
(958,neg_hon)
(975,neg_hon)
(960,neg_hon)
(976,neg_hon)
(3,standard)
(36,neg_hon)
(67,neg_hon)
(131,neg_hon)
(223,neg_hon)
(370,standard)
(546,neg_hon)
(783,neg_hon)
(911,neg_hon)
(784,neg_hon)
(912,standard)
(238,neg_hon)
(390,neg_hon)
(573,neg_hon)
(947,neg_hon)
(948,standard)
(584,neg_hon)
(977,neg_hon)
(978,neg_hon)
(81,standard)
(149,neg_hon)
(251,neg_hon)
(408,neg_hon)
(595,neg_hon)
(1005,neg_hon)
(1006,standard)
(605,neg_hon)
(1017,neg_hon)
(1018,neg_hon)
(265,standard)
(423,neg_hon)
(615,neg_hon)
(1041,neg_hon)
(1042,neg_hon)
(626,standard)
(1065,neg_hon)
(1066,neg_hon)



LAO. Theories absolute Run: 05/13/2024, 11:38:36
Expanded 396 states
Solution graph has 396 states.
Time taken 0.11003600000000002
Action revisions: 772

 Lies: 0
 Honest: 127
 Positive: 0
 Negative: 127

(0,standard)
(1,neg_hon)
(2,neg_hon)
(31,neg_hon)
(56,neg_hon)
(101,neg_hon)
(169,neg_hon)
(285,neg_hon)
(443,neg_hon)
(641,neg_hon)
(642,neg_hon)
(643,neg_hon)
(644,neg_hon)
(444,standard)
(649,neg_hon)
(650,neg_hon)
(286,neg_hon)
(447,neg_hon)
(673,neg_hon)
(674,standard)
(448,neg_hon)
(652,neg_hon)
(679,neg_hon)
(654,neg_hon)
(680,neg_hon)
(170,standard)
(290,neg_hon)
(452,neg_hon)
(681,neg_hon)
(682,neg_hon)
(463,standard)
(703,neg_hon)
(704,neg_hon)
(102,neg_hon)
(174,neg_hon)
(310,standard)
(478,neg_hon)
(685,neg_hon)
(733,neg_hon)
(686,neg_hon)
(734,standard)
(175,neg_hon)
(294,neg_hon)
(475,standard)
(710,neg_hon)
(712,neg_hon)
(314,neg_hon)
(480,neg_hon)
(745,neg_hon)
(746,standard)
(494,neg_hon)
(758,neg_hon)
(775,neg_hon)
(760,neg_hon)
(776,neg_hon)
(57,standard)
(106,neg_hon)
(180,neg_hon)
(315,neg_hon)
(484,neg_hon)
(747,neg_hon)
(748,standard)
(497,neg_hon)
(777,neg_hon)
(778,neg_hon)
(194,standard)
(333,neg_hon)
(507,neg_hon)
(799,neg_hon)
(800,neg_hon)
(518,standard)
(823,neg_hon)
(824,neg_hon)
(32,neg_hon)
(61,neg_hon)
(126,standard)
(214,neg_hon)
(318,neg_hon)
(533,neg_hon)
(853,neg_hon)
(854,neg_hon)
(855,neg_hon)
(856,standard)
(495,neg_hon)
(764,neg_hon)
(781,neg_hon)
(766,neg_hon)
(782,neg_hon)
(353,standard)
(537,neg_hon)
(862,neg_hon)
(885,neg_hon)
(864,neg_hon)
(886,standard)
(62,neg_hon)
(110,neg_hon)
(210,standard)
(337,neg_hon)
(530,standard)
(830,neg_hon)
(832,neg_hon)
(130,neg_hon)
(218,neg_hon)
(369,standard)
(541,neg_hon)
(909,neg_hon)
(910,standard)
(234,neg_hon)
(376,neg_hon)
(566,standard)
(920,neg_hon)
(922,neg_hon)
(389,neg_hon)
(570,neg_hon)
(945,neg_hon)
(946,standard)
(581,neg_hon)
(958,neg_hon)
(975,neg_hon)
(960,neg_hon)
(976,neg_hon)
(3,standard)
(36,neg_hon)
(67,neg_hon)
(131,neg_hon)
(223,neg_hon)
(370,standard)
(546,neg_hon)
(783,neg_hon)
(911,neg_hon)
(784,neg_hon)
(912,standard)
(238,neg_hon)
(390,neg_hon)
(573,neg_hon)
(947,neg_hon)
(948,standard)
(584,neg_hon)
(977,neg_hon)
(978,neg_hon)
(81,standard)
(149,neg_hon)
(251,neg_hon)
(408,neg_hon)
(595,neg_hon)
(1005,neg_hon)
(1006,standard)
(605,neg_hon)
(1017,neg_hon)
(1018,neg_hon)
(265,standard)
(423,neg_hon)
(615,neg_hon)
(1041,neg_hon)
(1042,neg_hon)
(626,standard)
(1065,neg_hon)
(1066,neg_hon)



LAO. Theories absolute Run: 05/13/2024, 11:38:37
Expanded 396 states
Solution graph has 396 states.
Time taken 0.13760899999999987
Action revisions: 772

 Lies: 0
 Honest: 127
 Positive: 0
 Negative: 127

(0,standard)
(1,neg_hon)
(2,neg_hon)
(31,neg_hon)
(56,neg_hon)
(101,neg_hon)
(169,neg_hon)
(285,neg_hon)
(443,neg_hon)
(641,neg_hon)
(642,neg_hon)
(643,neg_hon)
(644,neg_hon)
(444,standard)
(649,neg_hon)
(650,neg_hon)
(286,neg_hon)
(447,neg_hon)
(673,neg_hon)
(674,standard)
(448,neg_hon)
(652,neg_hon)
(679,neg_hon)
(654,neg_hon)
(680,neg_hon)
(170,standard)
(290,neg_hon)
(452,neg_hon)
(681,neg_hon)
(682,neg_hon)
(463,standard)
(703,neg_hon)
(704,neg_hon)
(102,neg_hon)
(174,neg_hon)
(310,standard)
(478,neg_hon)
(685,neg_hon)
(733,neg_hon)
(686,neg_hon)
(734,standard)
(175,neg_hon)
(294,neg_hon)
(475,standard)
(710,neg_hon)
(712,neg_hon)
(314,neg_hon)
(480,neg_hon)
(745,neg_hon)
(746,standard)
(494,neg_hon)
(758,neg_hon)
(775,neg_hon)
(760,neg_hon)
(776,neg_hon)
(57,standard)
(106,neg_hon)
(180,neg_hon)
(315,neg_hon)
(484,neg_hon)
(747,neg_hon)
(748,standard)
(497,neg_hon)
(777,neg_hon)
(778,neg_hon)
(194,standard)
(333,neg_hon)
(507,neg_hon)
(799,neg_hon)
(800,neg_hon)
(518,standard)
(823,neg_hon)
(824,neg_hon)
(32,neg_hon)
(61,neg_hon)
(126,standard)
(214,neg_hon)
(318,neg_hon)
(533,neg_hon)
(853,neg_hon)
(854,neg_hon)
(855,neg_hon)
(856,standard)
(495,neg_hon)
(764,neg_hon)
(781,neg_hon)
(766,neg_hon)
(782,neg_hon)
(353,standard)
(537,neg_hon)
(862,neg_hon)
(885,neg_hon)
(864,neg_hon)
(886,standard)
(62,neg_hon)
(110,neg_hon)
(210,standard)
(337,neg_hon)
(530,standard)
(830,neg_hon)
(832,neg_hon)
(130,neg_hon)
(218,neg_hon)
(369,standard)
(541,neg_hon)
(909,neg_hon)
(910,standard)
(234,neg_hon)
(376,neg_hon)
(566,standard)
(920,neg_hon)
(922,neg_hon)
(389,neg_hon)
(570,neg_hon)
(945,neg_hon)
(946,standard)
(581,neg_hon)
(958,neg_hon)
(975,neg_hon)
(960,neg_hon)
(976,neg_hon)
(3,standard)
(36,neg_hon)
(67,neg_hon)
(131,neg_hon)
(223,neg_hon)
(370,standard)
(546,neg_hon)
(783,neg_hon)
(911,neg_hon)
(784,neg_hon)
(912,standard)
(238,neg_hon)
(390,neg_hon)
(573,neg_hon)
(947,neg_hon)
(948,standard)
(584,neg_hon)
(977,neg_hon)
(978,neg_hon)
(81,standard)
(149,neg_hon)
(251,neg_hon)
(408,neg_hon)
(595,neg_hon)
(1005,neg_hon)
(1006,standard)
(605,neg_hon)
(1017,neg_hon)
(1018,neg_hon)
(265,standard)
(423,neg_hon)
(615,neg_hon)
(1041,neg_hon)
(1042,neg_hon)
(626,standard)
(1065,neg_hon)
(1066,neg_hon)



LAO. Theories absolute Run: 05/13/2024, 11:38:37
Expanded 396 states
Solution graph has 396 states.
Time taken 0.10609299999999999
Action revisions: 772

 Lies: 0
 Honest: 127
 Positive: 0
 Negative: 127

(0,standard)
(1,neg_hon)
(2,neg_hon)
(31,neg_hon)
(56,neg_hon)
(101,neg_hon)
(169,neg_hon)
(285,neg_hon)
(443,neg_hon)
(641,neg_hon)
(642,neg_hon)
(643,neg_hon)
(644,neg_hon)
(444,standard)
(649,neg_hon)
(650,neg_hon)
(286,neg_hon)
(447,neg_hon)
(673,neg_hon)
(674,standard)
(448,neg_hon)
(652,neg_hon)
(679,neg_hon)
(654,neg_hon)
(680,neg_hon)
(170,standard)
(290,neg_hon)
(452,neg_hon)
(681,neg_hon)
(682,neg_hon)
(463,standard)
(703,neg_hon)
(704,neg_hon)
(102,neg_hon)
(174,neg_hon)
(310,standard)
(478,neg_hon)
(685,neg_hon)
(733,neg_hon)
(686,neg_hon)
(734,standard)
(175,neg_hon)
(294,neg_hon)
(475,standard)
(710,neg_hon)
(712,neg_hon)
(314,neg_hon)
(480,neg_hon)
(745,neg_hon)
(746,standard)
(494,neg_hon)
(758,neg_hon)
(775,neg_hon)
(760,neg_hon)
(776,neg_hon)
(57,standard)
(106,neg_hon)
(180,neg_hon)
(315,neg_hon)
(484,neg_hon)
(747,neg_hon)
(748,standard)
(497,neg_hon)
(777,neg_hon)
(778,neg_hon)
(194,standard)
(333,neg_hon)
(507,neg_hon)
(799,neg_hon)
(800,neg_hon)
(518,standard)
(823,neg_hon)
(824,neg_hon)
(32,neg_hon)
(61,neg_hon)
(126,standard)
(214,neg_hon)
(318,neg_hon)
(533,neg_hon)
(853,neg_hon)
(854,neg_hon)
(855,neg_hon)
(856,standard)
(495,neg_hon)
(764,neg_hon)
(781,neg_hon)
(766,neg_hon)
(782,neg_hon)
(353,standard)
(537,neg_hon)
(862,neg_hon)
(885,neg_hon)
(864,neg_hon)
(886,standard)
(62,neg_hon)
(110,neg_hon)
(210,standard)
(337,neg_hon)
(530,standard)
(830,neg_hon)
(832,neg_hon)
(130,neg_hon)
(218,neg_hon)
(369,standard)
(541,neg_hon)
(909,neg_hon)
(910,standard)
(234,neg_hon)
(376,neg_hon)
(566,standard)
(920,neg_hon)
(922,neg_hon)
(389,neg_hon)
(570,neg_hon)
(945,neg_hon)
(946,standard)
(581,neg_hon)
(958,neg_hon)
(975,neg_hon)
(960,neg_hon)
(976,neg_hon)
(3,standard)
(36,neg_hon)
(67,neg_hon)
(131,neg_hon)
(223,neg_hon)
(370,standard)
(546,neg_hon)
(783,neg_hon)
(911,neg_hon)
(784,neg_hon)
(912,standard)
(238,neg_hon)
(390,neg_hon)
(573,neg_hon)
(947,neg_hon)
(948,standard)
(584,neg_hon)
(977,neg_hon)
(978,neg_hon)
(81,standard)
(149,neg_hon)
(251,neg_hon)
(408,neg_hon)
(595,neg_hon)
(1005,neg_hon)
(1006,standard)
(605,neg_hon)
(1017,neg_hon)
(1018,neg_hon)
(265,standard)
(423,neg_hon)
(615,neg_hon)
(1041,neg_hon)
(1042,neg_hon)
(626,standard)
(1065,neg_hon)
(1066,neg_hon)



LAO. Theories absolute Run: 05/13/2024, 11:38:38
Expanded 396 states
Solution graph has 396 states.
Time taken 0.16979299999999986
Action revisions: 772

 Lies: 0
 Honest: 127
 Positive: 0
 Negative: 127

(0,standard)
(1,neg_hon)
(2,neg_hon)
(31,neg_hon)
(56,neg_hon)
(101,neg_hon)
(169,neg_hon)
(285,neg_hon)
(443,neg_hon)
(641,neg_hon)
(642,neg_hon)
(643,neg_hon)
(644,neg_hon)
(444,standard)
(649,neg_hon)
(650,neg_hon)
(286,neg_hon)
(447,neg_hon)
(673,neg_hon)
(674,standard)
(448,neg_hon)
(652,neg_hon)
(679,neg_hon)
(654,neg_hon)
(680,neg_hon)
(170,standard)
(290,neg_hon)
(452,neg_hon)
(681,neg_hon)
(682,neg_hon)
(463,standard)
(703,neg_hon)
(704,neg_hon)
(102,neg_hon)
(174,neg_hon)
(310,standard)
(478,neg_hon)
(685,neg_hon)
(733,neg_hon)
(686,neg_hon)
(734,standard)
(175,neg_hon)
(294,neg_hon)
(475,standard)
(710,neg_hon)
(712,neg_hon)
(314,neg_hon)
(480,neg_hon)
(745,neg_hon)
(746,standard)
(494,neg_hon)
(758,neg_hon)
(775,neg_hon)
(760,neg_hon)
(776,neg_hon)
(57,standard)
(106,neg_hon)
(180,neg_hon)
(315,neg_hon)
(484,neg_hon)
(747,neg_hon)
(748,standard)
(497,neg_hon)
(777,neg_hon)
(778,neg_hon)
(194,standard)
(333,neg_hon)
(507,neg_hon)
(799,neg_hon)
(800,neg_hon)
(518,standard)
(823,neg_hon)
(824,neg_hon)
(32,neg_hon)
(61,neg_hon)
(126,standard)
(214,neg_hon)
(318,neg_hon)
(533,neg_hon)
(853,neg_hon)
(854,neg_hon)
(855,neg_hon)
(856,standard)
(495,neg_hon)
(764,neg_hon)
(781,neg_hon)
(766,neg_hon)
(782,neg_hon)
(353,standard)
(537,neg_hon)
(862,neg_hon)
(885,neg_hon)
(864,neg_hon)
(886,standard)
(62,neg_hon)
(110,neg_hon)
(210,standard)
(337,neg_hon)
(530,standard)
(830,neg_hon)
(832,neg_hon)
(130,neg_hon)
(218,neg_hon)
(369,standard)
(541,neg_hon)
(909,neg_hon)
(910,standard)
(234,neg_hon)
(376,neg_hon)
(566,standard)
(920,neg_hon)
(922,neg_hon)
(389,neg_hon)
(570,neg_hon)
(945,neg_hon)
(946,standard)
(581,neg_hon)
(958,neg_hon)
(975,neg_hon)
(960,neg_hon)
(976,neg_hon)
(3,standard)
(36,neg_hon)
(67,neg_hon)
(131,neg_hon)
(223,neg_hon)
(370,standard)
(546,neg_hon)
(783,neg_hon)
(911,neg_hon)
(784,neg_hon)
(912,standard)
(238,neg_hon)
(390,neg_hon)
(573,neg_hon)
(947,neg_hon)
(948,standard)
(584,neg_hon)
(977,neg_hon)
(978,neg_hon)
(81,standard)
(149,neg_hon)
(251,neg_hon)
(408,neg_hon)
(595,neg_hon)
(1005,neg_hon)
(1006,standard)
(605,neg_hon)
(1017,neg_hon)
(1018,neg_hon)
(265,standard)
(423,neg_hon)
(615,neg_hon)
(1041,neg_hon)
(1042,neg_hon)
(626,standard)
(1065,neg_hon)
(1066,neg_hon)



