LAO. Theories utility Run: 05/13/2024, 12:04:58
(490,pos_hon)
(705,pos_lie)
(708,pos_lie)
(706,pos_lie)
(710,pos_lie)
(53,pos_lie)
(83,neg_lie)
(162,pos_lie)
(249,pos_hon)
(359,pos_lie)
(496,pos_hon)
(689,standard)
(691,standard)
(260,pos_hon)
(376,pos_lie)
(503,pos_hon)
(719,pos_lie)
(721,pos_lie)
(163,pos_lie)
(253,pos_hon)
(360,pos_lie)
(499,pos_hon)
(690,standard)
(692,standard)
(498,pos_hon)
(686,pos_lie)
(688,pos_lie)
(263,pos_hon)
(377,pos_lie)
(505,pos_hon)
(720,pos_lie)
(722,pos_lie)
(8,pos_lie)
(17,pos_hon)
(50,pos_lie)
(94,pos_hon)
(166,neg_hon)
(252,pos_lie)
(358,pos_lie)
(2646,pos_lie)
(2945,standard)
(2947,standard)
(497,pos_lie)
(682,pos_lie)
(684,pos_lie)
(95,pos_hon)
(169,pos_lie)
(254,pos_hon)
(362,neg_hon)
(18,pos_hon)
(55,pos_lie)
(93,pos_hon)



LAO. Theories wellbeing Run: 05/13/2024, 12:05:06
Expanded 1036 states
Solution graph has 423 states.
Time taken 0.5522710000000002
Action revisions: 13946

 Lies: 101
 Honest: 21
 Positive: 129
 Negative: 49

(0,pos_hon)
(7,pos_lie)
(12,pos_hon)
(47,pos_lie)
(79,neg_lie)
(149,neg_hon)
(224,pos_hon)
(2864,pos_lie)
(4737,standard)
(4813,standard)
(4814,standard)
(3130,neg_lie)
(3451,pos_lie)
(659,pos_lie)
(3452,pos_lie)
(661,pos_lie)
(346,pos_lie)
(2737,pos_hon)
(4106,standard)
(2930,standard)
(4107,standard)
(2932,standard)
(477,pos_hon)
(2882,pos_lie)
(2883,pos_lie)
(225,pos_hon)
(2866,pos_lie)
(3132,standard)
(3457,standard)
(3458,standard)
(3131,neg_lie)
(3455,pos_lie)
(667,pos_lie)
(3456,pos_lie)
(669,pos_lie)
(350,pos_lie)
(479,pos_hon)
(2890,standard)
(673,standard)
(2891,standard)
(675,standard)
(478,pos_hon)
(2886,pos_lie)
(2887,pos_lie)
(150,neg_hon)
(228,pos_lie)
(348,pos_lie)
(2648,standard)
(2928,standard)
(2929,standard)
(474,standard)
(611,pos_lie)
(612,pos_lie)
(347,pos_lie)
(2650,pos_lie)
(2934,standard)
(2931,standard)
(2935,standard)
(2933,standard)
(480,pos_lie)
(663,pos_lie)
(660,pos_lie)
(664,pos_lie)
(662,pos_lie)
(229,pos_hon)
(349,pos_lie)
(476,standard)
(623,standard)
(624,standard)
(475,standard)
(615,pos_lie)
(616,pos_lie)
(351,pos_lie)
(482,pos_hon)
(671,standard)
(674,standard)
(672,standard)
(676,standard)
(481,pos_hon)
(665,pos_lie)
(668,pos_lie)
(666,pos_lie)
(670,pos_lie)
(80,neg_lie)
(153,pos_lie)
(226,neg_lie)
(2869,neg_hon)
(3133,pos_hon)
(2884,pos_lie)
(2885,pos_lie)
(3134,pos_hon)
(2888,pos_lie)
(2889,pos_lie)
(361,neg_hon)
(494,pos_hon)
(681,pos_lie)
(683,pos_lie)
(495,pos_hon)
(685,pos_lie)
(687,pos_lie)
(154,pos_lie)
(230,pos_hon)
(352,neg_hon)
(354,neg_hon)
(48,pos_lie)
(84,pos_hon)
(148,neg_hon)
(220,neg_hon)
(221,neg_lie)
(85,pos_hon)
(152,pos_lie)
(222,neg_lie)
(353,neg_hon)
(13,pos_hon)
(52,pos_lie)
(78,neg_lie)
(145,pos_lie)
(239,pos_hon)
(2876,pos_lie)
(3137,neg_lie)
(3471,pos_lie)
(707,pos_lie)
(3472,pos_lie)
(709,pos_lie)
(370,pos_lie)
(488,pos_hon)
(2910,pos_lie)
(2911,pos_lie)
(146,pos_lie)
(242,pos_hon)
(369,pos_lie)
(486,standard)
(647,pos_lie)
(648,pos_lie)
(371,pos_lie)
(490,pos_hon)
(705,pos_lie)
(708,pos_lie)
(706,pos_lie)
(710,pos_lie)
(53,pos_lie)
(83,neg_lie)
(162,pos_lie)
(249,pos_hon)
(359,pos_lie)
(496,pos_hon)
(689,standard)
(691,standard)
(260,pos_hon)
(376,pos_lie)
(503,pos_hon)
(719,pos_lie)
(721,pos_lie)
(163,pos_lie)
(253,pos_hon)
(360,pos_lie)
(499,pos_hon)
(690,standard)
(692,standard)
(498,pos_hon)
(686,pos_lie)
(688,pos_lie)
(263,pos_hon)
(377,pos_lie)
(505,pos_hon)
(720,pos_lie)
(722,pos_lie)
(8,pos_lie)
(17,pos_hon)
(50,pos_lie)
(94,pos_hon)
(166,neg_hon)
(252,pos_lie)
(358,pos_lie)
(2646,pos_lie)
(2945,standard)
(2947,standard)
(497,pos_lie)
(682,pos_lie)
(684,pos_lie)
(95,pos_hon)
(169,pos_lie)
(254,pos_hon)
(362,neg_hon)
(18,pos_hon)
(55,pos_lie)
(93,pos_hon)



LAO. Theories wellbeing Run: 05/13/2024, 12:05:07
Expanded 1036 states
Solution graph has 423 states.
Time taken 0.40702300000000013
Action revisions: 13946

 Lies: 101
 Honest: 21
 Positive: 129
 Negative: 49

(0,pos_hon)
(7,pos_lie)
(12,pos_hon)
(47,pos_lie)
(79,neg_lie)
(149,neg_hon)
(224,pos_hon)
(2864,pos_lie)
(4737,standard)
(4813,standard)
(4814,standard)
(3130,neg_lie)
(3451,pos_lie)
(659,pos_lie)
(3452,pos_lie)
(661,pos_lie)
(346,pos_lie)
(2737,pos_hon)
(4106,standard)
(2930,standard)
(4107,standard)
(2932,standard)
(477,pos_hon)
(2882,pos_lie)
(2883,pos_lie)
(225,pos_hon)
(2866,pos_lie)
(3132,standard)
(3457,standard)
(3458,standard)
(3131,neg_lie)
(3455,pos_lie)
(667,pos_lie)
(3456,pos_lie)
(669,pos_lie)
(350,pos_lie)
(479,pos_hon)
(2890,standard)
(673,standard)
(2891,standard)
(675,standard)
(478,pos_hon)
(2886,pos_lie)
(2887,pos_lie)
(150,neg_hon)
(228,pos_lie)
(348,pos_lie)
(2648,standard)
(2928,standard)
(2929,standard)
(474,standard)
(611,pos_lie)
(612,pos_lie)
(347,pos_lie)
(2650,pos_lie)
(2934,standard)
(2931,standard)
(2935,standard)
(2933,standard)
(480,pos_lie)
(663,pos_lie)
(660,pos_lie)
(664,pos_lie)
(662,pos_lie)
(229,pos_hon)
(349,pos_lie)
(476,standard)
(623,standard)
(624,standard)
(475,standard)
(615,pos_lie)
(616,pos_lie)
(351,pos_lie)
(482,pos_hon)
(671,standard)
(674,standard)
(672,standard)
(676,standard)
(481,pos_hon)
(665,pos_lie)
(668,pos_lie)
(666,pos_lie)
(670,pos_lie)
(80,neg_lie)
(153,pos_lie)
(226,neg_lie)
(2869,neg_hon)
(3133,pos_hon)
(2884,pos_lie)
(2885,pos_lie)
(3134,pos_hon)
(2888,pos_lie)
(2889,pos_lie)
(361,neg_hon)
(494,pos_hon)
(681,pos_lie)
(683,pos_lie)
(495,pos_hon)
(685,pos_lie)
(687,pos_lie)
(154,pos_lie)
(230,pos_hon)
(352,neg_hon)
(354,neg_hon)
(48,pos_lie)
(84,pos_hon)
(148,neg_hon)
(220,neg_hon)
(221,neg_lie)
(85,pos_hon)
(152,pos_lie)
(222,neg_lie)
(353,neg_hon)
(13,pos_hon)
(52,pos_lie)
(78,neg_lie)
(145,pos_lie)
(239,pos_hon)
(2876,pos_lie)
(3137,neg_lie)
(3471,pos_lie)
(707,pos_lie)
(3472,pos_lie)
(709,pos_lie)
(370,pos_lie)
(488,pos_hon)
(2910,pos_lie)
(2911,pos_lie)
(146,pos_lie)
(242,pos_hon)
(369,pos_lie)
(486,standard)
(647,pos_lie)
(648,pos_lie)
(371,pos_lie)
(490,pos_hon)
(705,pos_lie)
(708,pos_lie)
(706,pos_lie)
(710,pos_lie)
(53,pos_lie)
(83,neg_lie)
(162,pos_lie)
(249,pos_hon)
(359,pos_lie)
(496,pos_hon)
(689,standard)
(691,standard)
(260,pos_hon)
(376,pos_lie)
(503,pos_hon)
(719,pos_lie)
(721,pos_lie)
(163,pos_lie)
(253,pos_hon)
(360,pos_lie)
(499,pos_hon)
(690,standard)
(692,standard)
(498,pos_hon)
(686,pos_lie)
(688,pos_lie)
(263,pos_hon)
(377,pos_lie)
(505,pos_hon)
(720,pos_lie)
(722,pos_lie)
(8,pos_lie)
(17,pos_hon)
(50,pos_lie)
(94,pos_hon)
(166,neg_hon)
(252,pos_lie)
(358,pos_lie)
(2646,pos_lie)
(2945,standard)
(2947,standard)
(497,pos_lie)
(682,pos_lie)
(684,pos_lie)
(95,pos_hon)
(169,pos_lie)
(254,pos_hon)
(362,neg_hon)
(18,pos_hon)
(55,pos_lie)
(93,pos_hon)



LAO. Theories absolute Run: 05/13/2024, 12:05:07
Expanded 15 states
Solution graph has 15 states.
Time taken 0.015540999999999805
Action revisions: 71

 Lies: 0
 Honest: 0
 Positive: 0
 Negative: 0

(0,standard)
(1,standard)
(2,standard)
(31,standard)
(56,standard)
(81,standard)
(106,standard)
(131,standard)
(156,standard)
(181,standard)
(182,standard)



LAO. Theories absolute Run: 05/13/2024, 12:05:08
Expanded 15 states
Solution graph has 15 states.
Time taken 0.014501999999999793
Action revisions: 71

 Lies: 0
 Honest: 0
 Positive: 0
 Negative: 0

(0,standard)
(1,standard)
(2,standard)
(31,standard)
(56,standard)
(81,standard)
(106,standard)
(131,standard)
(156,standard)
(181,standard)
(182,standard)



LAO. Theories absolute Run: 05/13/2024, 12:05:09
Expanded 15 states
Solution graph has 15 states.
Time taken 0.013511999999999968
Action revisions: 71

 Lies: 0
 Honest: 0
 Positive: 0
 Negative: 0

(0,standard)
(1,standard)
(2,standard)
(31,standard)
(56,standard)
(81,standard)
(106,standard)
(131,standard)
(156,standard)
(181,standard)
(182,standard)



LAO. Theories absolute Run: 05/13/2024, 12:05:10
Expanded 15 states
Solution graph has 15 states.
Time taken 0.042071999999999665
Action revisions: 71

 Lies: 0
 Honest: 0
 Positive: 0
 Negative: 0

(0,standard)
(1,standard)
(2,standard)
(31,standard)
(56,standard)
(81,standard)
(106,standard)
(131,standard)
(156,standard)
(181,standard)
(182,standard)



LAO. Theories absolute Run: 05/13/2024, 12:05:10
Expanded 15 states
Solution graph has 15 states.
Time taken 0.05373099999999997
Action revisions: 71

 Lies: 0
 Honest: 0
 Positive: 0
 Negative: 0

(0,standard)
(1,standard)
(2,standard)
(31,standard)
(56,standard)
(81,standard)
(106,standard)
(131,standard)
(156,standard)
(181,standard)
(182,standard)



